time,flow_1,flow_2,flow_3,flow_4,flow_5,flow_6,flow_7,flow_8,flow_9,flow_10,flow_11,flow_12,flow_13,flow_14,flow_15,flow_16,flow_17,flow_18,flow_19,flow_20,train or test
2022-06-08 01:00:00,21.8,6.1,38.6,19.0,1.9,37.4,4.6,0.6,2.3,1.025,2.4,1.192,0.8,0.9,1.0,2.5,2.6,2.2,0.695,1.1,train
2022-06-08 02:00:00,15.2,4.3,32.5,14.7,1.2,29.3,2.7,0.2,1.0,0.287,1.1,0.335,0.7,0.2,0.2,1.6,1.4,1.152,0.697,0.4,train
2022-06-08 03:00:00,14.0,3.3,30.3,13.4,1.0,26.7,2.0,0.4,1.1,0.248,1.2,0.365,0.7,0.3,0.3,0.6,1.1,0.742,0.411,0.2,train
2022-06-08 04:00:00,11.6,2.6,28.2,12.7,1.1,24.8,2.0,0.3,0.9,0.156,0.9,0.243,0.4,0.2,0.2,0.8,1.2,0.716,0.256,0.3,train
2022-06-08 05:00:00,17.8,4.7,32.4,18.9,1.5,35.5,3.1,0.5,2.2,0.193,1.6,0.567,0.7,0.5,0.9,1.3,4.6,1.373,0.789,0.8,train
2022-06-08 06:00:00,39.5,17.1,60.3,45.8,5.0,82.7,13.9,2.1,7.8,1.92,4.3,2.94,2.0,3.0,1.8,4.8,8.3,5.2,2.6,2.4,train
2022-06-08 07:00:00,51.3,26.5,91.5,64.9,9.4,123.3,22.1,4.0,11.4,4.436,6.8,5.964,3.0,4.3,3.5,7.6,13.7,7.944,4.95,2.8,train
2022-06-08 08:00:00,48.1,25.5,93.5,60.0,5.2,120.3,19.0,2.5,8.5,4.272,6.8,4.792,2.7,3.9,2.8,5.7,12.4,7.76,4.556,3.7,train
2022-06-08 09:00:00,42.7,22.6,83.7,52.4,0.5,92.4,14.7,2.1,6.0,3.74,6.4,3.264,3.3,3.3,2.3,5.4,9.5,7.44,3.83,2.7,train
2022-06-08 10:00:00,37.6,18.4,71.0,43.6,4.9,83.8,11.6,1.3,5.3,2.31,4.4,2.836,3.0,2.5,1.2,3.9,6.7,5.288,2.866,2.6,train
2022-06-08 11:00:00,38.0,18.4,73.4,42.2,4.5,90.2,12.1,1.7,5.6,2.032,4.6,2.376,2.7,3.2,1.5,4.0,7.2,4.936,2.248,2.1,train
2022-06-08 12:00:00,38.8,18.6,72.6,45.0,4.9,97.0,12.3,1.7,5.3,2.404,4.8,2.964,3.1,2.4,1.9,4.2,6.7,5.0,2.122,2.9,train
2022-06-08 13:00:00,31.2,15.8,59.4,34.0,3.3,71.8,9.3,1.2,3.6,1.63,3.7,2.144,2.7,1.9,1.4,3.6,5.2,3.912,2.04,2.2,train
2022-06-08 14:00:00,24.0,10.8,49.2,19.8,2.5,57.8,6.0,1.2,2.6,1.114,2.5,1.532,2.2,1.1,0.9,2.6,3.7,2.712,1.492,2.1,train
2022-06-08 15:00:00,24.2,10.6,53.2,18.8,2.5,63.4,6.4,0.7,2.7,0.912,2.3,1.32,1.7,1.4,0.7,2.2,3.6,2.391,2.3,1.4,train
2022-06-08 16:00:00,30.4,13.2,56.4,24.4,3.2,77.0,8.1,1.3,4.0,1.298,2.8,2.272,2.5,1.9,1.2,3.0,4.4,3.648,2.046,1.5,train
2022-06-08 17:00:00,41.4,19.4,69.4,42.8,5.2,90.0,11.9,2.1,5.7,1.59,5.5,2.428,2.7,2.3,1.7,4.6,8.1,5.328,2.242,2.5,train
2022-06-08 18:00:00,46.3,22.8,78.0,58.2,6.2,100.3,16.9,2.4,7.2,2.96,7.0,3.484,3.8,3.1,1.6,6.2,9.7,6.496,3.644,2.7,train
2022-06-08 19:00:00,56.3,28.4,93.8,71.1,7.4,120.5,21.9,2.9,9.8,3.328,8.0,5.672,4.3,4.4,2.6,8.2,12.6,8.432,4.81,3.1,train
2022-06-08 20:00:00,67.2,38.7,115.3,65.8,10.2,157.0,29.4,4.6,13.7,4.94,9.5,6.04,5.1,6.2,4.8,11.6,17.3,12.472,6.466,4.0,train
2022-06-08 21:00:00,71.8,50.4,142.0,84.3,12.5,196.8,39.5,5.3,18.3,8.618,14.7,8.584,5.7,9.5,5.3,13.8,22.0,17.6,8.382,5.8,train
2022-06-08 22:00:00,67.5,46.1,138.4,84.4,12.6,167.0,36.0,5.6,16.2,8.992,12.9,8.948,6.2,7.6,4.5,12.4,22.5,16.088,7.86,6.4,train
2022-06-08 23:00:00,47.5,30.0,101.3,89.2,6.9,111.2,22.9,3.0,8.2,5.112,8.9,5.788,5.5,6.0,2.7,9.4,13.8,10.608,4.99,3.5,train
2022-06-09 00:00:00,30.8,18.4,64.9,58.1,3.7,67.5,12.1,1.4,4.9,2.536,5.3,2.768,2.4,3.1,1.4,5.6,7.3,5.192,2.754,1.9,train
2022-06-09 01:00:00,21.4,8.0,39.9,22.5,2.1,40.5,5.8,0.5,2.0,0.93,2.6,1.052,1.1,1.1,1.2,2.4,2.8,2.8,0.695,0.9,train
2022-06-09 02:00:00,17.5,5.1,35.2,15.6,1.5,32.2,2.4,0.2,1.2,0.528,1.5,0.859,0.7,0.3,0.5,1.3,1.3,1.152,0.697,0.2,train
2022-06-09 03:00:00,16.3,3.7,30.9,13.9,1.0,28.0,2.0,0.2,1.5,0.119,0.9,0.702,0.5,0.3,0.1,0.9,1.0,0.742,0.411,0.2,train
2022-06-09 04:00:00,15.7,3.5,29.5,13.3,1.0,26.6,2.6,0.4,0.8,0.111,0.9,0.243,0.4,0.2,0.1,0.6,0.7,0.716,0.256,0.2,train
2022-06-09 05:00:00,21.4,5.5,33.6,18.8,1.4,35.0,3.7,0.7,2.1,0.327,1.2,0.567,0.7,0.7,0.2,1.1,2.1,1.373,0.674,0.8,train
2022-06-09 06:00:00,38.6,18.6,60.7,46.2,5.3,86.2,13.9,2.0,7.3,1.92,4.3,2.94,2.1,2.3,1.8,4.4,7.7,5.2,2.98,2.1,train
2022-06-09 07:00:00,52.4,28.3,89.2,62.0,9.6,122.0,22.7,3.7,9.8,4.436,7.3,5.964,3.3,4.3,4.0,7.4,13.6,7.944,4.67,3.3,train
2022-06-09 08:00:00,49.6,26.9,94.9,59.3,7.7,118.0,19.5,2.7,8.1,4.272,7.0,4.792,3.0,5.4,2.6,6.4,11.9,7.76,3.988,3.2,train
2022-06-09 09:00:00,43.9,21.7,85.6,52.6,5.8,107.2,16.1,1.7,6.5,3.74,6.1,3.264,2.6,3.7,2.0,5.4,9.3,7.408,2.692,3.3,train
2022-06-09 10:00:00,39.4,19.3,74.0,48.8,4.9,88.6,12.7,1.4,5.7,2.31,4.5,2.836,2.8,2.4,1.9,4.8,8.2,5.288,2.866,2.4,train
2022-06-09 11:00:00,73.1,19.5,72.5,44.2,4.2,90.0,13.3,1.6,5.7,2.032,4.3,2.376,2.7,2.7,1.6,4.4,7.3,4.936,2.248,2.5,train
2022-06-09 12:00:00,41.0,18.8,74.1,45.4,4.8,95.0,12.6,1.5,5.7,2.404,5.5,2.964,3.0,2.7,1.9,4.1,7.6,5.0,2.122,3.2,train
2022-06-09 13:00:00,32.5,15.3,62.4,35.6,3.6,76.4,9.1,1.4,3.7,1.63,3.8,2.144,2.8,1.9,1.4,3.4,5.6,4.04,2.04,2.7,train
2022-06-09 14:00:00,26.2,11.7,54.0,22.3,3.5,60.0,6.8,1.0,3.0,1.114,3.1,1.532,2.3,0.9,1.1,2.7,3.3,2.832,1.492,2.0,train
2022-06-09 15:00:00,30.6,11.9,57.3,25.6,2.9,63.3,7.1,0.9,3.1,0.868,1.9,1.32,2.3,1.5,0.7,1.9,4.7,2.415,2.3,1.9,train
2022-06-09 16:00:00,33.6,13.1,62.2,30.0,3.3,72.7,8.0,1.2,4.0,1.298,2.9,2.272,2.7,1.5,0.8,2.5,4.4,2.888,2.046,1.5,train
2022-06-09 17:00:00,45.6,19.5,69.8,41.1,4.5,93.8,10.9,1.5,6.4,1.59,4.0,2.428,3.2,2.1,1.7,3.9,8.1,4.392,2.242,2.0,train
2022-06-09 18:00:00,51.6,21.9,78.5,54.4,6.0,101.0,15.2,2.4,7.3,2.96,6.8,3.484,4.3,3.4,2.0,6.4,9.7,6.496,3.644,2.4,train
2022-06-09 19:00:00,60.9,26.3,91.4,67.7,6.5,118.8,20.8,2.8,9.2,3.176,7.6,3.9,4.1,3.2,2.8,7.6,12.1,8.432,3.644,3.2,train
2022-06-09 20:00:00,70.1,37.1,111.3,65.4,9.4,147.0,27.5,3.4,11.9,4.248,9.8,6.04,5.6,6.2,4.2,10.7,17.5,12.472,6.466,4.0,train
2022-06-09 21:00:00,72.8,50.1,145.7,87.8,12.8,196.4,41.9,5.3,17.9,8.012,14.5,8.584,5.6,9.4,4.7,13.7,23.5,17.6,8.382,5.6,train
2022-06-09 22:00:00,71.0,47.1,142.1,85.8,12.3,184.3,38.8,5.9,18.5,8.992,15.1,8.948,7.1,8.9,5.2,13.1,23.2,16.088,7.86,5.6,train
2022-06-09 23:00:00,59.1,32.5,106.2,92.4,7.4,120.5,24.6,3.8,11.8,5.112,10.5,5.788,5.2,6.4,3.2,9.5,15.2,11.84,5.934,3.1,train
2022-06-10 00:00:00,39.1,17.0,63.3,67.8,4.4,71.8,12.3,1.2,4.6,2.536,6.2,2.768,2.7,3.4,1.9,5.2,8.5,5.192,2.754,2.0,train
2022-06-10 01:00:00,25.6,9.0,42.1,22.1,2.4,42.2,5.9,0.6,2.2,0.93,2.4,1.052,1.1,0.9,1.0,2.8,3.4,2.8,0.695,1.1,train
